Genmodel_ID,Reg_year,AvgPrice
21,2016,30365.0
21,2017,29131.666666666668
21,2018,31225.0
22,2009,13400.0
22,2010,13945.0
22,2011,14093.5
22,2012,14347.333333333334
22,2013,14625.0
22,2014,14764.166666666666
22,2015,14975.0
23,2010,17290.0
23,2011,17194.666666666668
23,2012,17081.333333333332
23,2013,16425.0
23,2014,16630.833333333332
23,2015,16975.0
24,2012,19600.0
24,2013,19725.0
24,2014,19534.375
24,2015,19140.238095238095
24,2016,19132.09677419355
24,2017,19135.243902439026
26,2016,21105.0
26,2017,24379.0
28,2008,13355.0
28,2009,13475.0
28,2010,14195.0
29,2010,16320.0
29,2011,16493.5
29,2012,17293.0
29,2013,17136.0
41,2001,14823.5
41,2002,15596.42857142857
41,2003,15775.2
41,2004,16120.555555555555
41,2005,16351.741379310344
41,2006,16205.720930232557
41,2007,16382.196721311475
41,2008,16402.56140350877
41,2009,16375.155172413793
42,1998,21868.391304347828
42,1999,19754.041666666668
42,2000,19412.195652173912
42,2001,19054.093333333334
42,2002,19109.054794520547
42,2003,18989.74096385542
42,2004,19723.91304347826
42,2005,19838.195652173912
44,2006,23485.149253731342
44,2007,24210.380530973453
44,2008,24868.504672897197
44,2009,24685.107843137255
44,2010,24749.418604651164
44,2011,24809.14598540146
46,1998,27242.0
46,1999,26204.5
46,2000,24889.736842105263
46,2001,25646.85
46,2002,24967.333333333332
46,2003,26490.636363636364
46,2004,26682.933333333334
46,2005,26682.933333333334
47,2014,48265.0
47,2015,54865.0
47,2016,56365.0
47,2017,59598.333333333336
49,2006,26986.285714285714
49,2007,27115.333333333332
49,2008,27263.909090909092
49,2009,28166.20588235294
49,2010,29289.545454545456
410,2016,34979.583333333336
410,2017,35517.0
411,2010,20118.076923076922
411,2011,20672.14285714286
411,2012,21875.74074074074
411,2013,22145.0
411,2014,22529.15254237288
411,2015,23102.55681818182
411,2016,23021.58823529412
411,2017,23526.48148148148
412,2004,22985.75
412,2005,23064.0
412,2006,22314.666666666668
412,2007,21724.217391304348
412,2008,21315.944444444445
412,2009,21702.51851851852
412,2010,22555.0
413,1998,25978.75
413,1999,26112.75
413,2000,24564.125
413,2001,22996.5
413,2002,22518.571428571428
413,2003,22994.444444444445
413,2004,22725.333333333332
414,2009,13575.7
414,2010,14939.078947368422
414,2011,15173.333333333334
414,2012,15512.441860465116
414,2013,16236.07142857143
414,2014,16256.818181818182
414,2015,16697.85714285714
414,2016,16689.736842105263
414,2017,17033.428571428572
415,1998,24585.0
415,1999,24711.5
415,2000,23392.0
415,2001,22625.333333333332
415,2002,22852.5
415,2003,23328.88888888889
415,2004,24684.0
415,2005,24684.0
415,2006,29224.0
415,2007,29053.166666666668
415,2008,29172.85714285714
415,2009,30520.964285714286
415,2010,31310.68181818182
416,2017,39473.0
62,2016,162457.5
62,2017,160942.0
63,1998,92891.66666666667
63,1999,93939.28571428571
63,2000,93939.28571428571
63,2001,93425.0
63,2002,101431.28571428571
63,2003,103761.0
64,2004,105461.0
64,2005,111482.42857142857
64,2006,114454.81818181818
64,2007,117187.0
64,2008,119287.0
64,2009,119049.16666666667
64,2010,127834.5
64,2011,130707.0
64,2012,134732.7142857143
64,2013,135112.0
64,2014,142508.25
64,2015,147170.85714285713
64,2016,153222.66666666666
64,2017,152887.0
65,2008,163637.0
65,2009,169534.83333333334
65,2010,177387.0
65,2011,177387.0
65,2012,182043.0
66,2010,143337.0
66,2011,148513.0
66,2012,153775.66666666666
66,2013,153775.66666666666
66,2014,147644.0
66,2015,148660.66666666666
66,2016,151944.0
66,2017,151944.0
68,2001,161208.5
68,2002,161208.5
68,2003,164008.5
68,2004,166808.5
68,2005,174775.16666666666
68,2006,175867.16666666666
68,2007,180484.5
68,2012,191492.5
68,2013,194326.66666666666
68,2014,200576.66666666666
68,2015,202886.5
68,2016,205470.83333333334
68,2017,205960.0
69,2005,80706.0
69,2006,86454.33333333333
69,2007,87985.33333333333
69,2008,90408.25
69,2009,93614.30769230769
69,2010,104230.09090909091
69,2011,104831.85
69,2012,105119.65
69,2013,107827.5
69,2014,109415.6875
69,2015,109067.69230769231
69,2016,119556.5
69,2017,121285.07407407407
610,2010,154995.0
610,2011,154995.0
610,2012,154995.0
71,2010,16699.285714285714
71,2011,17212.282608695652
71,2012,18094.375
71,2013,18680.384615384617
71,2014,18857.549019607843
71,2015,18999.41176470588
71,2016,19393.297872340427
71,2017,20670.0
72,2000,15235.0
72,2001,14738.75
72,2002,14494.70588235294
72,2003,14498.925925925925
72,2004,14766.736842105263
73,1998,18882.238095238095
73,1999,19026.280701754386
73,2000,18756.515151515152
73,2001,18167.645833333332
73,2002,17995.013333333332
73,2003,17932.093457943924
73,2004,19021.75974025974
73,2005,21025.042328042327
73,2006,21196.107594936708
73,2007,21220.27526132404
73,2008,20933.683950617284
73,2009,21478.126373626375
73,2010,22029.607623318385
73,2011,22602.38577586207
73,2012,23306.891891891893
73,2013,24120.783582089553
73,2014,25143.217213114753
73,2015,26242.57978723404
73,2016,28060.37643207856
73,2017,28456.852540272615
73,2018,29745.467422096317
73,2019,37205.0
75,1998,24098.743243243243
75,1999,23490.951612903227
75,2000,23537.154761904763
75,2001,23279.268456375838
75,2002,23488.0
75,2003,23662.494565217392
75,2004,24802.54298642534
75,2005,25879.862857142856
75,2006,26636.50261780105
75,2007,27303.430711610486
75,2008,28086.705263157895
75,2009,28900.308394160584
75,2010,29992.877551020407
75,2011,31272.976525821596
75,2012,31690.320284697507
75,2013,31519.463768115944
75,2014,32683.45514950166
75,2015,33739.4099378882
75,2016,34790.31453362256
75,2017,36111.56050955414
79,2007,33127.5
79,2008,31289.85714285714
79,2009,31405.053571428572
79,2010,32520.907462686566
79,2011,33211.260162601626
79,2012,33606.29290617849
79,2013,34283.33980582524
79,2014,36207.84153005465
79,2015,36981.46408839779
79,2016,37570.264797507785
79,2017,38301.02611940299
711,1998,29559.333333333332
711,1999,30531.377551020407
711,2000,28985.082706766916
711,2001,26923.223744292238
711,2002,27126.327014218008
711,2003,27428.2050209205
711,2004,29336.04761904762
711,2005,31420.690476190477
711,2006,32963.62295081967
711,2007,32730.226666666666
711,2008,33203.473154362415
711,2009,33263.08235294118
711,2010,34652.009345794395
711,2011,36506.975409836065
711,2012,36998.49162011173
711,2013,40587.40566037736
711,2014,42301.495327102806
711,2015,42655.63953488372
711,2016,45451.22641509434
711,2017,45927.3969072165
715,2010,46346.25
715,2011,46956.818181818184
715,2012,48413.28767123288
715,2013,49641.38888888889
715,2014,52061.63461538462
715,2015,53539.50819672131
715,2016,58500.48387096774
715,2017,60234.10256410256
716,1998,49201.90909090909
716,1999,48990.63157894737
716,2000,47852.055555555555
716,2001,49308.357142857145
716,2002,52533.92857142857
716,2003,55321.77272727273
716,2004,55715.28571428572
716,2005,57103.59090909091
716,2006,58558.8
716,2007,59223.22535211268
716,2008,58726.491228070176
716,2009,58510.61403508772
716,2010,62311.153846153844
716,2011,62638.6835443038
716,2012,64105.2
716,2013,67125.19607843137
716,2014,67400.10416666667
716,2015,71585.0
716,2016,73230.3947368421
716,2017,75982.0
718,2016,28059.85714285714
718,2017,27481.11842105263
719,2011,27943.333333333332
719,2012,28181.923076923078
719,2013,29315.95238095238
719,2014,30498.653846153848
719,2015,30884.573170731706
719,2016,32110.530303030304
719,2017,32298.41176470588
720,2008,31377.1875
720,2009,31216.956521739132
720,2010,32433.333333333332
720,2011,32946.32183908046
720,2012,34737.02898550725
720,2013,35572.53164556962
720,2014,35990.44642857143
720,2015,36846.724137931036
720,2016,38335.13513513513
720,2017,39900.6976744186
721,2006,43292.166666666664
721,2007,43008.74193548387
721,2008,44960.0
721,2009,47699.4
721,2010,46410.3
721,2011,47812.05357142857
721,2012,48530.862068965514
721,2013,50835.294117647056
721,2014,52953.181818181816
721,2015,54835.58823529412
721,2016,54716.36363636364
721,2017,60246.42857142857
723,2007,79076.0
723,2008,91055.0
723,2009,94291.25
723,2010,100842.66666666667
723,2011,105450.71428571429
723,2012,110582.27272727272
723,2013,110887.8125
723,2014,114288.33333333333
723,2015,118165.0
723,2016,131367.5
723,2017,126396.11111111111
746,1999,29220.0
746,2000,27245.0
746,2001,27145.0
746,2002,26755.714285714286
746,2003,27228.0
746,2004,26818.764705882353
746,2005,26378.785714285714
746,2006,27015.0
746,2007,28863.25
746,2008,29964.901960784315
746,2009,30948.475609756097
746,2010,32489.756097560974
746,2011,32057.85950413223
746,2012,33793.57142857143
746,2013,33409.86486486487
746,2014,34388.97435897436
746,2015,33302.1875
746,2016,36496.008771929824
746,2017,36641.586021505376
81,2004,19312.0
81,2005,20025.30188679245
81,2006,20945.532608695652
81,2007,21763.401785714286
81,2008,22418.355263157893
81,2009,22484.92469879518
81,2010,23859.17004048583
81,2011,24518.039419087138
81,2012,25006.4167916042
81,2013,25307.190476190477
81,2014,25189.74178403756
81,2015,25065.906862745098
81,2016,25528.777777777777
81,2017,27088.885714285716
81,2018,27337.22440944882
82,2013,27668.793103448275
82,2014,27955.964285714286
82,2015,28385.973451327434
82,2016,29352.125
82,2017,30328.20809248555
85,1998,23090.941176470587
85,1999,23685.94964028777
85,2000,24933.48404255319
85,2001,25483.59375
85,2002,25502.745098039217
85,2003,25697.04432132964
85,2004,26236.228624535317
85,2005,27624.782258064515
85,2006,29586.264705882353
85,2007,29724.309477756287
85,2008,30787.112211221123
85,2009,32062.390396659706
85,2010,33132.114427860695
85,2011,32885.815217391304
85,2012,33188.47969782814
85,2013,33637.41243961352
85,2014,34237.26854514088
85,2015,33457.739244951714
85,2016,34045.19463087248
85,2017,35876.18421052631
85,2018,36361.4497716895
85,2019,45090.0
87,2013,36129.08783783784
87,2014,36804.03017241379
87,2015,37103.595284872295
87,2016,37697.671875
87,2017,38383.47921225383
89,1998,32806.25
89,1999,33121.753246753244
89,2000,33436.927083333336
89,2001,31933.805970149253
89,2002,31500.26595744681
89,2003,31798.520661157025
89,2004,33197.03105590062
89,2005,36092.15217391304
89,2006,36353.67175572519
89,2007,36406.120192307695
89,2008,37319.420731707316
89,2009,37527.335766423355
89,2010,38981.67938931298
89,2011,40320.880913539964
89,2012,41420.065913371
89,2013,41601.86351706037
89,2014,41178.2881773399
89,2015,41224.23728813559
89,2016,43107.03539823009
89,2017,43057.456896551725
811,2004,51807.0
811,2005,53875.91891891892
811,2006,55590.97959183674
811,2007,57618.36363636364
811,2008,58980.32258064516
811,2009,61645.09259259259
811,2010,62635.08928571428
811,2011,66316.61764705883
811,2012,70390.0
811,2013,72158.69565217392
811,2014,72563.75
811,2015,71833.58974358975
811,2016,70965.0
811,2017,68541.4
811,2018,65412.27272727273
811,2019,47245.0
811,2020,58100.0
814,1998,55263.333333333336
814,1999,56598.333333333336
814,2000,56946.666666666664
814,2001,54246.666666666664
814,2002,55385.57692307692
814,2003,55287.0
814,2004,56943.93846153846
814,2005,57359.0
814,2006,58031.5
814,2007,59621.46551724138
